ID	center_name	center_inform	center_intro	center_program
545	하늘꿈지역아동센터	전라남도 무안군 남악2로74번길 13 오룡마을휴먼시아아파트 206동 101호 070-8286-0293 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	전라남도 무안군 남악리 신도시 개발이 되어 전남도청 가까이에 오룡주공@를 전월세로 임대하여 아파트 1층에 2009년 10월1일에 개원하였습니다. 그리고 2010년5월17일에 29인시설로 신고증을 받아서 지금까지 아이들과 재밌고 즐겁게 생활하고 있습니다. 임대주공 아파트가 가까이 있어서 도시속의 빈곤이 심하여 주고 아이들이 차상위계층이 많습니다. 한부모,다문화,생계형맞벌이 아이들로 이루어져 있습니다. 학교가 끝나면 곧바로 오기때문에 오후1시가 되면 절반이상 아이들이 센터로 들어옵니다. 우리센터의 프로그램은 월요일:요리.개인상담과 집단상담 화요일: 플루트와오카리나 수요일:음악줄넘기 목요일:플루트와 오카리나 금요일: 합창과 무용 토요수업은 야외활동과 문화체험으로 이루어집니다.    연계사업으로는 = 1.남악치과에서는 검진과 함께 치료가 연중 이루어집니다. 2.온누리내과 : 아이들 건강검진과 진료를 연중 치료 3 .광주은행 : 경제교육과 아이들초청잔치 4. 던킨도너츠와 자연드림에서는 빵 지원등  	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
546	하늘꿈지역아동센터	대전광역시 유성구 진잠로74번길 2 원내동 042-541-6821 이용시간 학기중 : 10:30 ~ 20:30 방학중 : 09:30 ~ 20:30 토요일 : 09:00 ~ 16:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
547	하늘꿈지역아동센터	경기도 안산시 단원구 석수로4길 23 선부동 031-483-8295 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 10:00 ~ 22:00 토요일 : 10:00 ~ 03:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
548	하늘꿈자람터지역아동센터	강원 태백시 역둔원동로 1407-9 (원동,미동교회) 033-552-9839 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	다음카페 - cafe.daum.net/ykeh  	교육 프로그램 - 기초학습 (백칸수학, 문제집, 한국사, 한자), 외국어 (중국어회화, 영어독서, 동영상학습), 특기적성 (공예,요리) 정서 프로그램 - 연극의 이해, 다도, 아동상담, 연고자상담, 가족연계 문화 프로그램 - 문화체험 및 탐방 보호 프로그램 - 급식, 목욕, 5대 의무교육, 기타일상생활교육 (식생활, 경제, 성교육), 아동자치회의 지역연계 - 자원 연계 및 발굴  
549	하늘꿈이자라는집지역아동센터	충청남도 천안시 서북구 공대길 24 2,3층 (신당동) 041-908-5279 이용시간 학기중 : 09:00 ~ 19:30 방학중 : 09:30 ~ 18:00 토요일 : 09:30 ~ 18:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
550	하늘꿈교실지역아동센터	충청남도 금산군 일흔이재로 88 하늘꿈교실지역아동센터 041-754-7833 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 10:00 ~ 17:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
551	하늘그림지역아동센터	경기도 고양시 일산서구 산현로 38 동문아파트 상가 204호 (일산동) 031-976-0387 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	하늘그림지역아동센터 설립목적 및 주요연혁 / 시설사진  (1) 설립목적 본 기관은 열악한 환경에서 보호받지 못하고 방치되는 아이들, 그리고 우리 사회가 나서서 돌보지 않으면 안 될 위기에 처한 아이들에게 사랑과 관심으로 보호 및 영양 공급, 생활 지도, 학습 지도 등 가정에서 해야 할 일들을 대신 감당함으로써 아동들이 긍정적인 사고와 바른 가치관을 형성할 수 있도록 지역아동센터를 운영하게 되었다.   (2) 주요연혁 ▶2006년 3월28일 - 하늘그림 지역아동센터로 시설 신고 (2006.02 건물 이전) ▶2006년11월 1일 – 경기 공동모금회 야간요보호아동통합지원사업 실시 (3년차) ~2009년11월30일 ▶2011년11월11일 – 해피빈재단 자원봉사 행복상 수상 ▶2013년11월 – 현 위치로 시설 이전 (경기도시공사 꿈꾸는 공부방 사업으로 시설 인테리어) ▶2015년1월 – 복권기금 아동․청소년야간보호사업 5년차 진행 중    	사업구분 주요 사업내용 아동 학습 지원사업 수준별 개별 학습지도 (학교 과제 지도 포함) 매일 반복 프로그램 (영어, 기적의계산법, 독서) 아동 급식 지원사업 아동 방과후 저녁식사 지원 아동 학습중 간식 지원 (오후, 야간) 아동 보호 사업 생활지도 및 물품 지원, 지역사회 연계 알림장 체크(준비물 준비), 야간 아동보호 사업 아동 정서 지원사업 심리치료 프로그램 (미술활동, 놀이수업) 개별 상담 및 부모 상담, 교육 아동 문화 지원사업 각종 특별 프로그램 운영 (예능, 문화, 체험 활동) 도서대여 및 독서지도 지역주민 지원사업 소외계층 주민들에게 음식, 물품, 정보 지원 후원자 발굴, 소외계층 주민들에게 후원자 연결 
552	하늘가람지역아동센터	부산광역시 해운대구 재반로 85 4층 (재송동) 051-783-1118 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~		
553	하남지역아동센터	경상남도 밀양시 하남읍 동명길 15 055-391-7324 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
554	하남시종합사회복지관부설지역아동센터큰나무교실	경기도 하남시 덕풍천서로 9 하남시종합사회복지관 신장동 별관 1층 031-790-2948 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
555	하남공립지역아동센터	광주광역시 광산구 월곡산정로 12 하남종합사회복지관 3층 062-954-0104 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
556	하남2지구지역아동센터	광주 광산구 하남대로 30 (하남동,부영사랑으로) 309동401호 062-417-4561 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
557	하나지역아동센터	충청남도 천안시 서북구 서북구 두정고7길 36 우성아파트 상가 201호 두정동 (두정동,우성아파트) 201 041-574-9191 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:30 ~ 18:30 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
558	하나지역아동센터	전라북도 익산시 무왕로8길 28 2층 (신동) 063-857-0443 이용시간 학기중 : 14:00 ~ 21:30 방학중 : 10:00 ~ 18:30 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
559	하나지역아동센터	경상북도 포항시 북구 북구 학전로 69-12 (두호동) (두호동) 054-241-7110 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : 09:00 ~ 13:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
560	하나지역아동센터	경상북도 고령군 대가야로 1533-0 (디오팰리스 상가동 2층) 고령읍 054-954-3996 이용시간 학기중 : ~ 방학중 : ~ 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
561	하나지역아동센터	광주 남구 백양로7번길 10 (백운동) 062-651-1116 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
562	하나지역아동센터	경상남도 창원시 의창구 가술산단로 28 수성타운 3동 201호 055-298-5279 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
563	하나지역아동센터	경기도 안산시 상록구 상록구 항호4길 24 2층 사동 031-505-6856 이용시간 학기중 : 09:00 ~ 22:00 방학중 : 09:00 ~ 22:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
564	하나비전지역아동센터	경기도 평택시 조개터로34번길 64 4층 (합정동) 031-655-8291 이용시간 학기중 : 12:30 ~ 22:00 방학중 : 11:00 ~ 22:00 토요일 : 11:00 ~ 19:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
565	하나복지지역아동센터	서울 서초구 방배천로18길 20, 4층 (방배동) 02-523-0153 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 10:00 ~ 15:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
566	하나로지역아동센터	강원도 속초시 부월1길 28-10 조양동 070-8821-1318 이용시간 학기중 : 10:00 ~ 20:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
567	하나교육문화지역아동센터	광주광역시 광산구 산정로6번길 21-11 산정동 062-953-0284 이용시간 학기중 : ~ 방학중 : ~ 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
568	하귀지역아동센터	제주 제주시 애월읍 하귀로25길 12 064-743-9332 이용시간 학기중 : ~ 방학중 : ~ 토요일 : ~	센터 안내입니다.	
569	하공이지역아동센터	경기도 남양주시 화도읍 마석우리 569번지 070-4256-8847 이용시간 학기중 : ~ 방학중 : ~ 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
570	필통지역아동센터	대구광역시 북구 복현로 72 복현동 2층 053-955-5529 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~ 06118035	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
571	플러스하트리더스쿨지역아동센터	경상남도 김해시 계동로147번길 6-12 2층 (대청동) 055-311-4209 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 10:00 ~ 16:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
572	플러스 그룹홈	전라북도 전주시 완산구 거마평로 189-47 효자성원맨션 1동 101호 (효자동1가, 효자성원맨션) 063-226--4027 이용시간 학기중 : 00:00 ~ 00:00 방학중 : 00:00 ~ 00:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
573	프란치스코지역아동센터	전라북도 전주시 덕진구 편운로 26-1 동산동 063-214-4042 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
574	풍향지역아동센터	광주광역시 북구 두방길 1-1 풍향동 (풍향동) 062-515-8209 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 13:00 ~ 16:00	2004년 11월 15일 에 개소하여 2005년 12월 20일 신고하여 지금까지 아동복지를 위해 실천하고 있습니다.  본 센터는 방과후 돌봄이 필요한 지역사회 아동의 건전육성을 위하여  보호.교육, 건전한 놀이와 오락의 제공, 보호자와 지역사회의 연계 등 종합적인 복지서비시를 제공하고 있습니다.    	- 보호 : 급식, 위생점검, 학교생활지도, 신체검사, 자치회의 등  - 교육 : 성교육, 인권교육, 기초학습, 미술, 독서록지도, 체육/축구등  - 문화 : 체험학습, 캠프 등  - 정서지원 : 아동상담, 부모상담, 가정상담, 개별정서지원 프로그램등  - 지역사회연계 : 학교담임교사연계, 운영위원회, 광주교육대학교 통합지원센터, 타지역아 동센터, 광주지역아  동센터연합회,북구지역아동센터연합회, 한국청소년상담 교육협회, 복지관, 사랑의 친구들, 그리심도서관, 행정  복지센터 등     '신나는 축구교실' 운영 운동장에서 준비운동중^^ 
575	풍세아름지역아동센터	충청남도 천안시 동남구 풍세면 풍세로 223 041-523-3335 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
576	풍성한지역아동센터	서울특별시 은평구 은평터널로7길 2 상가동 201호 (신사동, 신성수정아파트) 02-358-5489 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 09:00 ~ 21:00 토요일 : 10:00 ~ 13:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
577	풍성한지역아동센터	전라북도 군산시 나운우회로 38 063-463-7001 이용시간 학기중 : 10:00 ~ 20:00 방학중 : 10:00 ~ 20:00 토요일 : ~	저희 풍성한지역아동센터는 지역 내 방과 후 돌봄이 필요한 저소득층 및 맞벌이, 한 부모, 조손가정의 아동·청소년들을 대상으로 지역사회 아동·청소년의 건전한 육성을 위하여 보호, 교육, 문화, 지역연계, 정서지원 등 종합적인 복지서비스를 제공하는 곳입니다  	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
578	풍성한지역아동센터	세종특별자치시 연서면 당산로 391-24 연서면 044-868-1438 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : 10:00 ~ 18:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
579	풍성한지역아동센터	충북 충주시 갱고개로 34 (교현동) 2층 043-853-3858 이용시간 학기중 : 10:00 ~ 20:00 방학중 : 10:00 ~ 19:00 토요일 : ~	- 충북 충주시 갱고개로 34 201호 (교현동 184-6번지) - T. 043-853-3858, F.043-844-0691, E-mail: chyoun67@hanmail.net 충주 지역사회의 특성으로 인해 빈곤, 결손가정이 많으며 취학아동 중 방과 후 보호와 교육의 수혜를 받지 못하고 있는 아동들이 많은 바, 충주 지역 내 빈곤가정과 결손가정, 맞벌이 가정의 아동들을 중심으로 생활 상담과 학습 및 문화공간을 제공해주어 지역민의 경제적 부담을 덜어주고 학교와 부모가 시간적, 공간적, 정신적으로 미처 돌보지 못하는 결핍된 부분을 보충하여 올바른 가치관 형성 및 정서함양과 학업증진을 도모하도록 돕고 가정 복지를 증진하고자 함  	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
580	풍성한지역아동센터	서울특별시 용산구 보광로5길 1-8 2층 (보광동) 02-794-4060 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 11:00 ~ 20:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
581	풍성한지역아동센터	전남 강진군 강진읍 삼일로 43 061-434-5254 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
582	풍성한사회적협동조합(풍성한지역아동센터)	광주광역시 서구 풍금로38번길 20, 1층 (풍암동) 062-655-0908 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	KB꿈틔움 꿈끼 장학증서 사진입니다.     CJ도너스 캠프를 통해 진행하고 있는 난타 프로그램에 아이들이 열심히 참여하고 있습니다.   
583	풍산지역아동센터	전라북도 순창군 풍산로 531 풍산지역아동센터 063-652-0365 이용시간 학기중 : 11:30 ~ 20:30 방학중 : 09:00 ~ 18:00 토요일 : 00:00 ~ 00:00	2007년 설립, 풍산지역아동센터입니다. 전북 순창군 풍산면에 위치하고 있으며 유치원생부터 고등학생까지 저희 센터를 이용하고 있습니다.    	교육프로그램으로 "마음활짝 몸튼튼 "동아리 활동이 5년차 진행되어지고 있으며 동아리 활동은 미술반,요리반,미용반으로 편성되어서 매년 아이들이 자신들이 하고 싶은 활동들을 계획하고 스스로 활동을 해나가는 아이들이 좋아하고 매주 기다려지는 프로그램이 되고 있습니다. 월2회 마음활짝 활동인 요리와 미술,미용반이 운영되어지고 있고 월2회는 전체활동으로 체육활동이나 자유놀이 전통및 전래놀이등 아이들이 하고 싶은 놀이를 선택해서 진행을 해오고 있습니다. 방학기간에는 지역연계활동으로 10회의 마음건강교실과 경제교육과 예술여행등 다양한 활동들을 하고 있습니다. 정서프로그램으로는 순창 청소년 상담센터와 연계하여 또래 집단상담을 해오고 있으며 또래 집단 상담에 이어 개인상담을 신청하여 지속적으로 해오고 있습니다. 저희센터의 프로그램 활동들은 커뮤니티 활동 사진에 구체적으로 잘 나타나 있으니 둘러 보시기 바랍니다.   
584	풍산정자지역아동센터	경상북도 안동시 풍산읍 어란안길 26 054-858-3579 이용시간 학기중 : 10:00 ~ 20:30 방학중 : 10:00 ~ 20:30 토요일 : 00:00 ~ 00:00	본 센터는 인구가 약 7,500명인 경북 안동시 풍산읍에 위치하고 있습니다. 읍내 주민 대다수는 농업에 종사하고 있으며 면적의 90%가 농경지인 전형적인 시골입니다. 노인 수가 많은데 비해 아이들의 수가 적어 아동을 위한 복지 시설이 많이 설립되어있지 않은 상태이며 현재 아동들을 위한 복지시설은 풍산정자 지역아동센터는 본 센터만이 유일하게 존재합니다. 풍산정자지역아동센터는 정원수가 19인 이하 시설 이며 다문화,기초수급,차상위,저소득아동들이 이용하고 있는 센터이며 종사자 2명, 원어민 강사 1명, 미술상사 1명, 플릇강사 1명,아동복지교사 1명,공익요원 1명과 지역어르신들과 자원봉사자들 다수가 이용하고 있는 시설입니다. 센터의 주변에는 주거지역이 위치해 있고, 북남 쪽으로는 풍산 읍사무소가 가까이 위치에 있으며, 북동쪽으로는 경신 아파트가 있습니다. 센터와 중심 시장과의 도보거리는 2-3분 정도로 가까이에 있습니다. 프로그램으로는 국어,수학,사회,과학수준별수업을 하고 있으며, 원어민 영어교육을 주4회 진행하며 특기적성으로 플릇과 미술을 수업을 진행하며 정서지원상업으로는 체육프로그램을 진행하고 있습니다.    	교육프로그램-국어,수학,사회,과학,영어 문화프로그램-캠프 2회,뮤지컬관람 1회, 영화 2회,박람회 1회등. 정서프로그램-미술프로그램,오카리나,플릇,체육 복지-급식프로그램,귀가프로그램,위생프로그램   
585	풍덕지역아동센터	전라남도 순천시 중앙초등길 132 후문 상가 가동 203호 (풍덕동, 한신아파트) 061-744-0929 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	아이들에게 5대 안전의무교육을 실시하고 있습니다. 안전한 생활을 위해 꼭 필요한 의무교육을 실시 함으로써 센터내의 안전에 만전을 기하고 있습니다.   	기초영어프로그램     원예치료프로그램   
586	풀코스모스지역아동센터	경상남도 김해시 가야로 201 맑은빌딩 2층 (삼계동) 055-325-4486 이용시간 학기중 : 09:00 ~ 22:00 방학중 : 09:00 ~ 22:00 토요일 : 09:00 ~ 19:00	저희 풀코스모스 지역아동센터에서는 지역사회의 아동의 보호, 교육, 건전한 놀이와 오락의 제공 및 보호자와 지역사회의 연계 등 아동의 건전한 육성을 위해 종합적인 아동복지서비스를 제공합니다.    지역 내 돌봄이 필요한 아동을 안전하게 보호, 교육하여 아동이 건강하게 성장할 수 있도록 지원하고 있습니다. 더불어 아동이 가정과 가장 유사한 환경에서 일상생활은 물론 학교생활에도 잘 적응하도록 돕고 있습니다. 	1.보호프로그램 -5대안전의무교육, 사우나 및 목욕지원, 보건소연 계 건강검진 및 교육실시 2.교육프로그램 -수학 및 학습지원(아동복지교사), 영어교실(아동복지교사),영어회화교실, 바둑교실, 축구교실, 기타교실, 독서교실, 사랑의 친구들&미래영어교실 3.정서지원프로그램 -신나는 드럼교실, 미술심리교실, 만지락꼼지락 미술놀이시간, 생태체험(센터내 작은정원) 4.지역연계프로그램 -보건소 건강주치의제실시(영양교육 및 찾아가는 운 동교실), 지역아동센터 권역별돌봄네트워크 협의회 연계사업, 지역아동센터협응회 연계사업, 기후변화 홍보체험교실,김해시노인종합복지관 실버연극단 공연 5.문화체험프로그램 -영화관람 및 뮤지컬공연관람, 롯데워터파크체험, 커피나무체험교실, 신나는 여름방학페스티벌,생태체험 (위대한유산-자연을 사랑하는 방법)  6. 급간식지원사업 -주6일 급식 및 간식지원  7.야간아동 귀가차량 지원  8.올키즈스트라김해관악단 단원활동 지원       
587	풀잎지역아동센터	부산광역시 부산진구 가야공원로63번길 33-5 (가야동) 051-892-5428 이용시간 학기중 : 10:00 ~ 21:00 방학중 : 10:00 ~ 21:00 토요일 : 09:00 ~ 13:00	풀잎지역아동센터 교실입니다.    풀잎지역아동센터 아동들이 열심히 공부하며 꿈을 키워가는 곳입니다. 	응급처치 안전교육입니다.   
588	풀씨배움터지역아동센터	경기도 양평군 양서면 양수로 171번길 10. 다목적복지회관 2층. 070-7722-4938 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 00:00 ~ 00:00	풀씨는  2004년, 아이들이 두물머리의 자연과 함께 숨쉬며 자유롭고 행복하게 자라기를 바라는 -- 팔당생명살림 생산자, 소비자, 사무국 등 다섯 가정 학부모가 모여 초등학생을 위한 풀씨방과후학교를 만들었습니다.  영농조합의 재정 지원과, 농부.지역주민들의 후원, 그리고 학부모들의 모듬회비로, 양수5리 두물머리 마을회관에서 박효영 선생님을 모시고 6명의 아이들과 출발하였습니다.   지역아동센터로  2007년, 풀씨는 돌봄이 필요한 지역 아동 누구나 이용할 수 있도록 보건복지부 산하 교육복지센터인 지역아동센터로 발돋움하였습니다. 2008년, 결혼이주여성을 위한 풀씨 다문화모임, 2013년, 중고등학생을 위한 풀씨꽃피우기(풀꽃)청소년센터를 열었으며, 2015년 이후, 풀씨 청년모임을 준비하고 있습니다.     운영시간 월 ~ 금 방과후부터 오후7시(토요일은 요리 및 양서고수학) 팔당생협 먹거리로 급식, 간식제공.  주소 경기도 양평군 양서면 양수로 171번길 10 다목적복지회관 2층  전화 070-7722-4938  팩스 031-774-4933  이메일 sms7365@hanmail.net 	생명력  가장 아이다운 아이로 유기농 바른 먹거리 교육, 텃밭농사짓기, 자연들놀이 스포츠공동체놀이, 스스로 기획하는 먼나들이  문제해결력  자기앞가림하는 아이로 스스로 매일 책읽기, 자기주도학습, 자치회의 바느질 뜨개질, 요리 설겆이 청소  소통력  배려하고 공감하는 아이로 인권, 코칭상담활동, 미술놀이, 캠프 벼농사, 다문화활동, 마을과 함께 꽃심기 나무심기 대보름날 풍물놀이, 단오제 추수축제  
589	풀씨꽃피우기지역아동센터	경기도 양평군 양수로 110 양서주민자치센터 2층 070-8810-4939 이용시간 학기중 : 12:00 ~ 21:00 방학중 : 12:00 ~ 21:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
